metric,count,mean,std,min,25%,50%,75%,max
apprehended_placed_cbp,720.0,93.52361111111111,72.64662501468185,0.0,12.0,99.0,147.25,333.0
transferred_out_cbp,720.0,128.66805555555555,97.3220116076661,0.0,14.0,157.0,199.25,440.0
discharged_hhs,720.0,173.40694444444443,125.70284055728163,0.0,19.75,181.0,267.0,505.0
cbp_custody,1075.0,169.05348837209303,125.33333224925498,7.0,35.0,188.0,259.16666666666663,531.0
hhs_care,1075.0,6062.706976744186,2826.993804001019,1972.0,2480.5,6410.0,8006.0,11516.0
total_system_load,1075.0,6231.760465116279,2911.6308808998224,2002.0,2512.3999999999996,6635.0,8247.5,11762.0
net_daily_intake,720.0,-44.73888888888889,95.86385593632609,-465.0,-94.25,-11.5,5.25,206.0
discharge_offset_ratio,717.0,2.013512376809794,3.0625526790018363,0.0,0.8628571428571429,1.278048780487805,2.032520325203252,43.27272727272727
care_load_volatility_index,1075.0,157.12727380461288,144.51451566787225,0.0,53.57777430099486,118.7634729838178,217.91730253708903,978.4863154254743
